tidy_tweet,Sentiment
do you know what it s like to be tortured by your own mind ,Negative
Top Richest Teens   https   t co  ClTrpdqrc https   t co mRP  fZYPD,Positive
i hate when i m alone  i think  when i think i remember  when i remember  i feel pain  when i feel pain  i cry  when i cry  i can t stop ,Negative
Trust before you Love  Know before you Judge  Commit before you Promise  Forgive before you Forget  Appreciate before you Regret ,Positive
Trying not to cry when your around a bunch of people is literally the worst thing ,Negative
i hate the fact that i cry when i m angry and that s the worst thing ever because you re trying to act tough and mean but instead you cry ,Negative
i hate myself and ashamed that i m way to jealous  sensitive insecure  and defensive i can t control it that s why i ll never be good enough,Negative
Sometimes everyone needs an escape from reality Sometimes everyone needs to stand up and scream  Sometimes I just need you to care about me ,Positive
Everyone has pain  Everyone has struggles  Some people just deal with it in different ways ,Negative
Worst feeling ever is knowing you did the best you could  and it still wasn t good enough ,Negative
It s really sad what someone could be going through  but you will never know because they always put a smile on ,Positive
that embarrassing moment when you have to quickly wipe away your tears  put a fake smile on  because you hear someone coming in to the room ,Negative
Always be nice to people who don t deserve it  Because sometimes it s those people that need help and support the most ,Positive
Happiness isn t just about what you accomplish in your life  it s about what you inspire others to do ,Positive
The problem is  in today s society you have to fit in the mould to be accepted  But don t  Be different  Celebrate your uniqueness ,Negative
so this is what happens when you re too nice to people  they start to think that it s okay to treat you like shit ,Positive
I just want to be loved and accepted the way i am  I m far from perfect but have so much love to give  Is that to much to ask for ,Positive
it s really annoying how one minute you could be so happy and loving and then the next minute you re hating everything and everyone ,Positive
Fun Things to Do During Sleepovers   https   t co sGFjB OUjI https   t co mOkk NT iP,Positive
Don t stress over people in your past  There s a reason why they didn t make it to your future ,Positive
It s better to be alone rather than be with someone who makes you feel like you re alone ,Positive
when i m hurt i shut down  i turn into a total sarcastic bitch  i shut off my emotions and act indifferent and defensive towards everything ,Negative
every time i trust somebody  they show me why i shouldn t ,Positive
It takes a lot of truth to gain trust  but just one lie to lose it all ,Positive
I hate getting close to people because I think they will eventually walk out of my life no matter how close we are  because everyone leaves ,Negative
typing  haha  when you can t even smile  acting like you re happy when all you want to do is cry  tell everyone you re okay when you re not ,Positive
you re afraid to tell people how you feel because you fear rejection  so you bury it deep inside yourself where it only destroys you more ,Negative
why do i let things get to me so easily ,Positive
Worrying is a waste of time  It doesn t change anything  It messes with your mind and steals your happiness  But we still do it ,Negative
the worst thing about falling to pieces is that humans can do it so quietly ,Negative
Goodnight all  please be kind to one another  Stay Safe n Stay Strong  Love you all amp lt  ,Positive
Never lie to someone who trusts you  and never trust someone who lies to you ,Negative
Anyone can give up  it s the easiest thing ever  But to hold it together when everyone else thinks you d fall apart is true strength ,Positive
Don t waste your time on revenge  Those who hurt you will eventually face their own karma ,Negative
have you ever wanted to cry but no tears came out  so you just stare blankly into space while feeling your heart break into pieces ,Negative
You d think that faking a smile would get easier each day  but in reality it just gets harder ,Positive
It s so ironic  Some people in life who say   I m always going to be here for you   are the ones that walk away first ,Negative
I hide all my problems behind my smile  Behind my smile is a world of pain  You think you know me  but you have no idea ,Negative
Guys pls keep sending love n praying for  spoke   her cousin  day n she thanks everyone for thier s  https   t co zpCOCmHYXN,Positive
Once you ve been hurt  you get scared to get attached again because you think everyone you love afterwards will hurt you ,Negative
We have to be fearless  We have to take chances  We can t live life just being afraid of what comes next  That s not what living is about ,Positive
Best Places to Travel To Before You Die   https   t co XhKUOKQeH  https   t co KXa NlNLvJ,Positive
Have you ever been so sad that it physically hurts inside ,Negative
People Behind Your Favorite Brands   https   t co r KGRhHms  https   t co    eXUY LL,Positive
do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,Negative
when someone asks me whats wrong  my instant reaction is to lie and say everything is fine  despite how crap i really feel ,Positive
I m sad  hurt  angry  mad  disappointed  But you know what  I ll put on a smile and move on  It will hurt but I will survive ,Negative
Dear Twitter  Sometimes I need more than     characters to describe what s on my mind ,Positive
i always overuse the word  tired  because i can t find a better word to describe how i feel and that is literally the only thing i feel ,Negative
Respect other people s feelings  Even if it doesn t mean anything to you  it could mean everything to them ,Positive
Just because you re hurting doesn t mean you can hurt others ,Negative
It s so sad that you can take the blade from her hand  but you can t take the pain away from her heart ,Positive
Thanks   my very special friend   showing me so much love n support  i hope every  has that   special friend that p  https   t co q  oUUMW J,Positive
do you ever feel physically sick because you know you re not good enough for anyone and can t do anything right  no matter how hard you try ,Negative
Do you sometimes just lay in your bed and think of how lonely you ve become ,Negative
i hate when you want to talk about something that bothers you but feel like you ve already talked about it too much so you just hold it in ,Positive
You re not helping a depressed person by telling them to just cheer up  You re not helping a self harmer by telling them to just stop ,Positive
Don t stress over people in your past  There s a reason why they didn t make it to your future ,Positive
i find nowadays it s best to keep quiet ,Positive
No matter what  you will never understand someones pain  until you re the one feeling it ,Positive
Not telling me something because you  don t want to upset me  is probably the best way to upset me ,Positive
do you ever get in those really weird moods that you can t even explain what you re feeling it s like everythings mixed together all at once,Positive
Movies Guaranteed to Make You Laugh   https   t co  HLHbgC  D https   t co tnKT KUVZZ,Positive
They hurt you so bad and they act like they care  they don t know what its like being you  they never had to deal with anything like this ,Positive
If you love somebody  you love them with their scars  their sadness and all their flaws ,Positive
When that one person you thought would never hurt you  hurts you and destroys your trust  you will never ever be the same person again ,Positive
I m going off line for the next   hours then i ll be back i will get back to you all  Love you all amp lt  ,Positive
It really hurts when your own family don t understand that Depression and Social Anxiety are real illnesses  and say you re just being lazy ,Negative
do you ever get the sudden urge to cry  because you think you won t go far in life because you re not as smart or talented as other people ,Negative
The problem is  in today s society you have to fit in the mould to be accepted  But don t  Be different  Celebrate your uniqueness ,Negative
Hope you all have a great wednesday amp lt  ,Positive
You can fake a smile  but you can t fake your feelings ,Negative
I m the back up friend  people only talk to me when they need someone to talk to  When they need me  they lean on me  Then they leave ,Positive
do you ever write a really long message and about halfway through you re like  you know what  they don t even care  and end up deleting it ,Negative
Behind her smile  there is a story you would never understand ,Positive
twitter is the only place you don t have to say  i m fine  because everyone on here knows you aren t ,Positive
i hate getting close to people because i think they will eventually walk out of my life no matter how close we are  because everyone leaves ,Negative
Cute Cupcake Ideas   https   t co J HgDhTxj  https   t co   iESoel G,Positive
It s hard to understand depression until you have it ,Negative
Simple Hair Care   https   t co bLyVfQhQ H https   t co h LkN Akqq,Positive
The Best Signings   https   t co  nwSYaDX h https   t co K RoMgflJI,Positive
Simple Hair Care   https   t co bLyVfQhQ H https   t co h nGkDcB g,Positive
Unusual Ways to Get Fit in        https   t co cOw j flLt https   t co GRhxjKL jd,Positive
There are times when life is just so very hard ,Negative
You re not helping a depressed person by telling them to just cheer up  You re not helping a self harmer by telling them to just stop ,Positive
when you re happy  you enjoy the song  but when you re sad  you understand the lyrics ,Positive
Depression makes you numb  Anxiety makes you overthink everything  It s a vicious circle that never ever stops ,Negative
i m the girl who pretends people words don t hurt me  just so they don t know how sensitive i really am ,Positive
It s so sad that i have more conversations in my head than I do in real life ,Negative
I will never understand   how someone can tell so many lies and never feel bad about it ,Negative
I m tired of getting lied to  tired of being used  tired of fake people  tired of pleasing people  tired of judgmental people  Just so tired,Negative
Killer migraine  Back to bed for me,Negative
I hurt so much right now I don t think I can stand the pain anymore I just wanted you to love me  accept me for who I am Without judging me ,Positive
The more you care  the more it hurts ,Positive
you re so afraid to tell people how you really feel because it will destroy them  so you buryit deep inside yourself where it destroys you  ,Negative
trying not to cry when your around a bunch of people is literally the worst thing ,Negative
she s hurt  but she knows you don t care so she hides it ,Negative
Thankyou for all your help regarding dm limits amp lt  ,Positive
They say it will get better  but it doesnt get better you just get used to it ,Positive
it sucks  doesn t it  Feeling like you re not good enough  no matter how hard you try ,Negative
i truly feel like everything i say or do is always wrong  like i m a total disappointment to everyone  and all i ever do is let people down ,Positive
do you ever just sit there and realize that you mean nothing to anyone and  you start feeling lost  alone  and unloved  and truly unwanted ,Negative
Everyone wants to feel important to someone ,Positive
do you ever feel like no one actually likes you or wants to talk to you anymore ,Positive
when i die dont go to my grave and sit there telling me how much you love and miss me those are the things i needed to hear when i was alive,Negative
Advice to myself   Stop letting it bother you  just let it go ,Negative
Some things are better left unsaid ,Positive
Before you open your mouth to comment on someone s flaws  take a look in the mirror and make sure you re perfect first ,Positive
i swear my mood nowadays is always black  like i don t even know what to feel anymore ,Positive
i don t think people really understand how hard it is to explain what s going on in your head  when you don t even understant it yourself ,Negative
 it s okay not to be okay    but it s not okay waking up everyday wanting to end your own life and hate yourself for being yourself ,Positive
typing  haha  when you can t even smile  acting like you re happy when all you want to do is cry  tell everyone you re okay when you re not ,Positive
Be careful who you open up to  only a few people actually care  the rest just want to have something to gossip about ,Positive
Every night I convince myself tomorrow will be different  but it never is ,Positive
I ve lived  i ve loved   i ve lost   i ve missed  i ve hurt  i ve trusted   i ve made plenty of mistakes    But most of all  i ve learned ,Negative
I m so blessed to have so many amazing loving  supportive followers  Love you all amp lt  ,Positive
Never allow yourself to be defined by someone else s opinion of you ,Positive
Retweet if you ever feel  like you re never wanted ,Positive
You re afraid to tell people how you feel because you fear rejection  so you bury it deep inside yourself where it only destroys you more ,Negative
To hear the truth hurts  but to deal with lies is even worse ,Negative
Some people don t notice the things we do for them  until we stop doing them ,Negative
PREMIER LEAGUE S TOP GREATEST MOMENTS   https   t co hZeLHBMSiv https   t co W r ggGFOD,Positive
Self harm is a illness not a phase or a choice  The amount of scars on the outside does not show the amount of suffering on the inside ,Negative
It s difficult to  hang in there  when there s nothing left to hang onto ,Negative
Sometimes i hate being alone  i overthink everything ,Negative
Life is like the ocean  It can be calm and still or rough and rigid but in the end  it is always beautiful ,Positive
Depression is like a war  You either win or you die trying ,Negative
i always act like i m fine and everyone thinks i m okay  but when the lights are off and i m all alone  that s when my tears start to fall ,Negative
Never lie to someone that trusts you  Never trust someone that lied to you ,Positive
Having a mental illness makes you see the world in a different way  You start to notice the emptiness is other people s eyes ,Negative
it really hurts when someone is not in the mood to talk to you but when it comes to someone else  they seem to be the happiest person alive ,Positive
Please tell loved ones you love them them  as you never know you could miss the chance  Then it s to late  i m taking some personal time off,Positive
To hate is to be lonely  but to Love is to care  to appreciate  to be kind  to be gentle  to forgive  and to forget the hate ,Positive
Goodnight all  Please be kind to one another  Stay Safe n Stay Strong  Love you all amp lt  ,Positive
staring at yourself in the mirror with tears streaming down your face and you re begging yourself to just to hold on   that is truly painful,Negative
It sucks when you feel lonely  but it sucks even more when you re not alone and you still feel alone ,Negative
My trust isn t easily earned so if you lose it  good luck getting it back ,Positive
Some of us have gone through a lot  Some of us have a lot of scars from battles we have won  But that doesn t mean you re worthless ,Positive
Live without pretending  love without depending  listen without defending  speak without offending  ,Negative
i don t think people really understand how hard it is to explain what s going on in your head  when you don t even understant it yourself ,Negative
I still feel nervous getting close to people  because I think they will just eventually walk out of my life  no matter how close we are ,Negative
realizing how alone you are is actually one of the worst feelings ever ,Negative
it s extremely hard for people without depression to understand that some days  even the little things going wrong will bring you to tears ,Negative
Don t let anyone s ignorance  hate  drama or negativity stop you from being the best person you can be ,Negative
I try my best to talk to you  but it seems like every time I try to  I m always shut down ,Positive
some people say i m too sensitive but the truth is i just feel too much  every word every action and every energy goes straight to my heart ,Positive
I respect people that tell me the truth  no matter how hard it is ,Positive
some people are so emotionally drained that sleep doesn t do anything  You wake up tired  It doesn t go away  ,Negative
Another torturous day  you silently make your way home  only to find that no one s there  Again  you re all alone ,Negative
One of the worst battles you will have to fight is the one between what you know in your head and what you feel in you heart ,Negative
Hope you all find a reason to smile today amp lt  ,Positive
It s really sad what someone could be going through  but you will never know because they always put a smile on ,Positive
i hate that feeling when you re not necessarily sad  but you just feel really empty ,Negative
i always overuse the word  tired  because i can never find a better word to describe how i feel and that is literally the only thing i feel ,Negative
Be careful who you trust and tell your problems to ,Positive
It s so sad that you can take the blade from her hand  but you can t take the pain away from her heart ,Positive
worst feeling in the world is knowing you did the best you could  and it still wasn t good enough ,Negative
I will never understand how your own family can take so much pleasure in your unhappiness n suffering  Thats when u know you re trully alone,Negative
pretending to be happy when you are in pain  is just an example of how strong you are as a person ,Positive
the most loneliest moment in someone s life  is when they are watching their whole world fall apart  and all they can do is stare blankly ,Negative
Nobody really gets me or understands me  It hurts emotionally and physically ,Negative
Self harm is a illness not a phase or a choice  The amount of scars on the outside does not show the amount of suffering on the inside ,Negative
you know the feeling when someone hurts you and you dont feel like talking to them but to not make things worse you just talk to them nicely,Positive
Having a mental illness makes you see the world in a different way  You start to notice the emptiness is other people s eyes ,Negative
The hardest battle you re ever going to fight  is the battle to just be you amp lt  ,Negative
i m the type of person who would try to cheer up people even though i m feeling sad ,Positive
You don t lose followers  followers lose you amp lt  ,Positive
Girl s Bad Habits   https   t co j I  jJUmR https   t co  tCOsyTRnr,Negative
I think  once you re broken  you re just broken  You can t put the pieces back together without them suddenly falling apart again ,Negative
it s ironic  how we tell each other to stay strong  yet we can t do it ourselves ,Positive
all i really want is someone who won t give up on me ,Positive
I will believe in you even if no one else does  Even if you don t believe in yourself ,Negative
Decisions are the hardest move to make  especially when it s a choice between where you should be and where you want to be ,Positive
Even though I saw it coming  It still hurts ,Negative
do you ever write a really long message and about halfway through you re like  you know what  they don t even care  and end up deleting it ,Negative
Don t take someone for granted just because you know when you push them away  they ll come running back  because one day  they won t ,Positive
i m scared to get close to anyone because everyone that said  i ll always be here for you  left ,Negative
I like to be alone  but i hate being lonely ,Negative
she pretends like nothing happened because she wants people to see how strong she is  only she knows how painful and emotional she really is,Positive
do you know that feeling when you can actually feel the pain in your chest from hearing something or seeing something that breaks your heart,Negative
Purposely holding your feelings back because you know it s for the best ,Positive
I m tired of getting lied to  tired of being used  tired of fake people  tired of pleasing people  tired of judgmental people  Just tired ,Negative
have you ever wanted to cry but no tears came out so you just stare blankly into space while feeling your heart breaks into a million pieces,Negative
I m the girl who pretends people words don t hurt me  just so they don t know how sensitive I really am ,Positive
it s really sad that we can find thousands of people on twitter who feel the same way we do  but in everyday life we have no one ,Negative
There come s a point where you just dont care anymore  I m there ,Negative
i find nowadays it s best to keep quiet ,Positive
People never change  They just start to show their true colors ,Positive
Depression isnt cool  Anxiety isnt cool  Eating Disorders arent cool  Mental illnesses aren t cool  pretending you have them is insulting ,Negative
I started this twitter to give others hope  because I know what it s like to feel hopeless and worthless  and I don  https   t co VtMBRcOFrb,Negative
Always try to be strong enough to let go  and be smart enough to wait for what you deserve ,Positive
do you ever get the sudden urge to cry  because you think you won t go far in life because you re not as smart or talented as other people ,Negative
Damned if i do damed if i dont  All i want to do is help people now iv e just made it worse ,Negative
Don t waste your time on revenge  Those who hurt you will eventually face their own karma ,Negative
when someone asks me whats wrong  my instant reaction is to lie and say everything is fine  despite how crap i really feel ,Positive
she was tired physically and mentally  she wanted to close her eyes and never open them again ,Negative
i d rather stay quiet than explain my problems to people who don t care ,Negative
i hate when you want to talk about something that bothers you but feel like you ve already talked about it too much so you just hold it in ,Positive
Physically  mentally  emotionally tired ,Negative
People who judge  don t matter  People who matter  don t judge ,Positive
have you ever read or come across something that kills you on the inside and you re kinda just like  oh   and it just ruins your entire day ,Negative
Hope everyones having a great Thursday amp lt  ,Positive
How many times have you typed   I m okay  while crying ,Negative
do you know what it s like to be tortured by your own mind ,Negative
Is it sad that I can feel you getting tired of me  Or is it sadder that I m use to it because everyone does eventually ,Negative
it sucks  doesn t it  Feeling like you re not good enough  no matter how hard you try ,Negative
I m sick of crying  being hurt  treated like shit by my family all because i have a mentel illness  I m a good person  but not in their eyes,Negative
Stop hating on other people s happiness  Just because something doesn t make you happy doesn t mean you should put others down for it,Negative
What hurts more than losing you i wasn t worth fighting for ,Negative
i just need someone to hug me and tell me they ll be there for me ,Positive
i push people away when i really just want someone to hug me and tell me it s okay ,Positive
When i get hurt  something inside me just shuts off ,Negative
you know the feeling when someone hurts you and you dont feel like talking to them but to not make things worse you just talk to them nicely,Positive
being sad for no reason is worse than being sad for a reason because there s absolutely nothing you can do to make yourself feel better ,Negative
we hide behind a fake smile to mask the pain but sometimes we wish someone would look closely enough and see how broken we really are inside,Negative
She was drowning but nobody saw her struggle ,Negative
Some people are so emotionally drained that sleep doesn t do anything  You wake up tired  It doesn t go away ,Negative
i am constantly torn between wanting to fix myself and wanting to destroy myself ,Negative
To who ever you are that tried to change my password  You FAILED   ,Negative
sick of people pretending they care and pretending they want to talk to you and want you in their life and yet they make no effort to do so ,Positive
Appreciate those who love you  help those who need you  forgive those who hurt you  forget those who leave you ,Positive
I push people away when I really just want someone to hug me and tell me it s okay ,Positive
Hollywood s Proudly Gay Celebs   https   t co XwCIMvPn r https   t co zYAX wHIWX,Positive
I love sleep  you forget about pain  problems  stress  everything for a while ,Negative
it hurts so much when you can feel yourself becoming less and less important to the person who means the most to you  ,Negative
People will hate you  rate you  and break you  but how strong you stand is what makes you ,Positive
If you have a problem with me  text me  If you don t have my number than that means you don t know me well enough to have a problem with me ,Negative
It s okay to walk out of someone s life if you feel like you don t belong there anymore ,Positive
i can literally sit and think myself into a bad mood ,Negative
do you ever really want to talk to somebody but at the same time you want to be alone ,Positive
Stop criticizing suicidal people and self harmers and try helping them ,Negative
that awkward moment when you re talking and you soon realize that no one cares about what you re saying ,Negative
Some of us are just trying to get through the day  without falling apart ,Positive
Before you open your mouth to comment on someone s flaws  take a look in the mirror and make sure you re perfect first ,Positive
i don t even feel like a  friend  to anyone  i really feel more like an option  or someone they only run to when they always want something ,Negative
Advice to myself  Stop letting other people control your happiness ,Positive
have you been so sad and want to be alone but at the same time you really wish there was someone who you could talk to that actually cares ,Positive
How many times have you typed   I m okay  while crying ,Negative
Someone s smile doesn t always mean a person is happy  Sometimes it simply means they are strong enough to face their problems ,Positive
Silence is the most powerful scream ,Positive
do you ever just sit there and realize that you mean nothing to anyone and  you start feeling lost  alone  and unloved  and truly unwanted ,Negative
overthinking killed my happiness  insecurites killed my self esteem  lies killed my trust ,Negative
They say it will get better  but it doesnt get better you just get used to it ,Positive
Friendship is not friendship without trust  without it I walk alone ,Positive
when i m hurt  i shut down  i turn into a total bitch i shut off my emotions i act differently towards everything and everyone and i hate it,Negative
Don t stress over people in your past  There s a reason why they didn t make it to your future ,Positive
the loneliest moment in someone s life is when they are watching their whole world fall apart  and all they can do is stare blankly ,Negative
Have you ever wanted to cry but no tears came out  so you just stare blankly into space while feeling your heart break into pieces ,Negative
Sometimes love needs a second chance  Because it wasn t ready the first time around ,Positive
Depression ia an illness not a choice Selfharm is an illness not a choice Eating Disorders is an illness not a choice Think before  u assume,Negative
People need to remember that just because someone looks happy  doesn t mean that they actually are ,Positive
Sadness can happen to anyone  Even the people who shouldn t be sad at all ,Negative
The more you care  the more it hurts ,Positive
I don t think its possible to forget someone who gave you so much to remember ,Negative
It s difficult to  hang in there  when there s nothing left to hang onto ,Negative
when you re ignored by someone whose attention means the most to you  is the worst feeling  you start to over think and it eats away at you ,Negative
Every time I put myself back together I watch myself fall apart again  And every single time is worse than before ,Negative
They don t notice  because they don t care ,Negative
You re not helping a depressed person by telling them to just cheer up  You re not helping a self harmer by telling them to just stop ,Positive
Before you ask someone why they hate you  ask yourself why you even really care ,Negative
Tips to Make Hair Grow Fast and Healthy   https   t co uQ i  FFXo https   t co N pUmLuKc ,Positive
Hottest Brunettes Alive   https   t co Ph  KAZiNY https   t co qsPhvFZ fx,Positive
maybe im better off alone because no one has ever loved me the way i love them and i have never felt like anyone wants me or needs me at all,Positive
Grammy Awards      Best Dressed   https   t co svIMqK  vm https   t co S  G J S X,Positive
Just when the wounds are almost healed  somebody comes along and tears them wide open again  forcing you to feel the pain again ,Negative
If someone sticks by your side through your worst times  they re the ones who deserve to be with you through your best times ,Positive
It really hurts when you think you actually mean something to someone and they just turn around and prove you wrong ,Negative
Never lie to someone who trusts you  and never trust someone who lies to you ,Negative
The higher you build the walls around your heart  the harder you fall when someone tears them down ,Negative
It s really sad what someone could be going through  but you will never know because they always put a smile on ,Positive
Everything I say is wrong  everything I do is wrong ,Negative
she hides all her problems behind a smile  behind her smile is a world of pain and hurt  you think you know her  but you really have no idea,Negative
that sick feeling when you can actually feel the pain in your chest from hearing something or seeing something that really breaks your heart,Negative
every night i convince myself tomorrow will be different  but it never is ,Positive
Some people don t notice the things we do for them  until we stop doing them ,Negative
Depression is a mental illness  It s not being lazy  and a person who suffers from depression can t  just get over it ,Negative
People need to remember that just because someone looks happy  doesn t mean that they actually are ,Positive
If someone attempts suicide and survives  their called an attention seeker  If it works  they re missed and loved by everyone ,Negative
Don t make promises you have no intention of keeping ,Negative
the worst type of crying is the silent one  the one where you have to hold your breath and grab your stomach to keep quiet ,Negative
We re all addicted to something that takes the pain away ,Negative
When you are right  No one remembers  When you are wrong  No one forgets ,Negative
I m scared to get close to anyone because everyone that said  I ll always be here for you  left ,Negative
anxiety is like being thrown into a    foot deep pool with a ton of bricks tied to your legs and trying to swim up to breathe ,Positive
People will always find something wrong with you even if everything you do is good ,Negative
just because someone looks happy doesnt mean they are because even a white rose has a black shadow ,Positive
People don t stop being bullies when they grow up  They just dress differently to fool you ,Negative
The saddest people try their best to make people happy They know what it s like to feel worthless  amp amp  they dont w  https   t co mS GtidHNM,Positive
Quick And Easy Exercises to Tone Lower Body   https   t co YILEemd Yf https   t co HuIUCmWfRd,Positive
i lost myself a long time ago  i don t know who i am anymore ,Negative
and tell me who s an attention seeking whore ,Negative
Ways To Show Your Man You Love Him   https   t co S xtOydlDb https   t co fV GLIFDsQ,Positive
realizing how alone you are is actually one of the worst feelings ever ,Negative
it s really annoying how one minute you could be so happy and loving and then the next minute you re hating everything and everyone ,Positive
you can only be so strong for so long until you reach a point where you break physically  mentally  emotional ,Positive
I ve been getting really angry at eveything and people over the smallest stuff  I really hate feeling this way ,Negative
i m really sick of being me  i m sick of trying my hardest and never ever being good enough  ,Negative
typing  haha  when you can t even smile  acting like you re happy when all you want to do is cry  tell everyone you re okay when you re  not,Positive
when you re ignored by someone whose attention means the most to you  is the worst feeling  you start to over think and it eats away at you ,Negative
that sick feeling when you can actually feel the pain in your chest from hearing something or seeing something that really breaks your heart,Negative
you can only be so strong for so long until you reach a point where you break physically  mentally  emotionally ,Positive
Do you ever wish you had a second chance to meet someone again for the first time ,Positive
Be careful who you trust and tell your problems to ,Positive
Words can hurt others  but sometimes  silence hurts even more than words ,Negative
Im on dm limit have no idea what that means  Any one know ,Negative
i m tired of pretending to be okay ,Positive
Everyday is a battle for some people  Just because you aren t suffering doesn t give you the right to make fun of the people who are ,Positive
To anyone that ever told you you re no good  They re no better ,Positive
Cute Hairstyles that You Can Do   https   t co vcoQwXeDOp https   t co  s VDKAPqz,Positive
  Awesome iPhone Cases   https   t co KSQhN Sk M https   t co CL z VWix ,Positive
Just because i m used to it  doesn t mean it doesn t hurt anymore ,Positive
The Best Eli Manning Faces   https   t co UNcmtPS BI https   t co EfVCoo XAH,Positive
Easy Meals To Make To Impress Your Man   https   t co NPuUxZlNeR https   t co u uoeT jJa,Positive
Best Selling Products That are Now Obsolete   https   t co D li CDb x https   t co jfUUa J sP,Negative
Twitter is the only place you don t have to say  I m fine  because everyone on here knows you aren t ,Positive
U are all trully amazing people  you have shown such love n support  It was very unexpected  you guy s have warmed my heart  Thankyu so much,Positive
Worst feeling in the world is knowing you did the best you could  and it still wasn t good enough ,Negative
I get so mad that so many people treat mental disorders like they re something you choose  It s not a choice it s a serious illness ,Positive
Life is like the ocean  It can be calm and still or rough and rigid but in the end  it is always beautiful ,Positive
i just need someone to hug me and tell me they ll be there for me ,Positive
my biggest mistake ever is thinking that people care for me as much as i do for them  but in reality it s almost always one sided ,Positive
To hate is to be lonely  but to Love is to care  to appreciate  to be kind  to be gentle  to forgive  and to forget the hate ,Positive
she pretends like nothing happened because she wants people to see how strong she is  only she knows how painful and emotional she really is,Positive
she pretends like nothing happened because she wants people to see her strong only she knows how painful  emotionaly  mentally she really is,Positive
the strongest people are the ones who feel like they re dying inside but still roll out of bed get dressed  and can actually leave the house,Positive
Never ignore a person who loves you and cares for you  One day  you may realize you ve lost the moon while counting the stars ,Positive
The hardest battle you re ever going to fight  is the battle to just be you amp lt  ,Negative
i feel like i m falling apart  i keep trying to make everyone believe i m okay  even myself  but i m not  i m getting worse ,Positive
Why do people say suicide is for attention  How would attention be of any good to them if they aren t living anymore ,Negative
Sometimes  you have to get knocked down lower than you have ever been to stand back up taller than you ever were ,Negative
Unusual Ways to Get Fit in        https   t co cOw j flLt https   t co  wNyUPxezJ,Positive
typing  haha  when you can t even smile  acting like you re happy when all you want to do is cry  tell everyone you re okay when you re  not,Positive
Sometimes  we don t say what we feel  Not because we don t want to  but because we don t know how ,Negative
Don t say it unless you mean it  And if you meant it  be ready to prove it ,Positive
do you ever miss the person that you used to be  before you got your heart broken  before you lost someone  or before your family fell apart,Negative
I lack motivation to do anything  I just want to hide under my covers and never come out ,Negative
They don t notice  because they don t care ,Negative
when you re ignored by someone whose attention means the most to you  is the worst feeling  you start to over think and it eats away at you ,Negative
every night i convince myself tomorrow will be different  but it never is ,Positive
it s sad that we can find thousands of people on twitter  who understands and feels the same way we do but in everyday life we have no one ,Negative
It s not the future that you re afraid of  It s repeating the past that scares you  ,Negative
you can t just break someone into a million pieces and treat them like crap and then expect them to be okay just because you say  I m sorry ,Positive
being sad for no reason is worse than being sad for a reason because there s absolutely nothing you can do to make yourself feel better ,Negative
and many other s  I could not retweet them because she blocked me  That say s alot about her  Read it s tweets from   days ago onwards,Negative
the worst thing is when you re super excited to talk to someone and they just brush you off and you realise they don t care at all  it sucks,Negative
i don t think anyone really understands how tiring it is to act okay and always be the  strong  one when in reality you re close to the edge,Positive
how painful is it to say  i m fine  to the person who s the reason you re broken ,Negative
Twitter seems to be the only place you don t have to say  I m fine  because everyone on here knows you aren t ,Positive
Im sorry i can not discuss why  is in critical condition in hospital  But there is some information  https   t co Eh kiFWQtU,Negative
How many times have you typed   I m okay  while crying ,Negative
Be strong now because things will get better  It might be stormy now  but it can t rain forever ,Positive
Trust yourself  Think for yourself  Act for yourself  Speak for yourself  Be yourself ,Positive
just because someone looks happy doesnt mean they are  because even a white rose has a black shadow  ,Positive
sometimes there is no darker place than our own thoughts ,Negative
I didn t walk away because I didn t care about you any more  I walked away because you didn t care enough ,Negative
It s not the song that makes you emotional  it s the people and things that come to your mind when you hear it ,Positive
Quick And Easy Exercises to Tone Lower Body   https   t co YILEemd Yf https   t co KkqdxrJdSN,Positive
The strongest people aren t always the ones who show strength in front of us  They could be the people who win battles we don t know about ,Positive
The biggest mistake I ve made in my life  is letting people stay in my life far longer than they deserve to ,Negative
Just because you don t understand something  doesn t mean it s wrong ,Positive
I feel like everything I do is wrong ,Negative
Fact for future references  I m atheist  I don t believe in a greater being   #depressed  http   t co bjlSG  WFw,Negative
RT   goodnight  if you see this  please don t harm yourself in any way please cancel your suicide dates   plans please don  ,Positive
Last post for tonight  for now at least  Probably will be up again later  ugh i hate insomnia  my meds  http   t co UWiIumrAuU,Negative
Hope you don t mind me spamming  #depressed #depressedquotes #depression #suicide #suicidal http   t co mOoDLKKi q,Positive
I hope you don t mind me hooking up my insta with my twitter  i spam sometimes when im on there so yea   Hope that s ok ,Positive
Love  love is dangerous  #loveisdangerous #blink    #depressed #depressedquotes #depression #suicide  http   t co uSM rY   v,Positive
This is so true  #depressed #depression #broken #disappointment #suicide #suicidal http   t co YIl KaQxTR,Positive
I m done trying  Everything I tried to do right turned out so wrong in your eyes  Sorry  Sorry I ever met you  #depressed,Negative
We can live like Jack and Sally if we want  where you can always find me  and well have Halloween on Christmas  #imissyou #blink   ,Positive
Fact for future references  I m atheist  I don t believe in a greater being   #depressed  http   t co bjlSG  WFw,Negative
RT   goodnight  if you see this  please don t harm yourself in any way please cancel your suicide dates   plans please don  ,Positive
